,date,volumeUSD,feesUSD,tvlUSD,txCount,feeTier
32,2021-06-06,36386358.3718073419278029302432245,18193.17918590367096390146512161224,8337310.884809767802843148753787114,3066,500.0
33,2021-06-07,86561526.6553309975885425724231548,43280.76332766549879427128621157725,9730839.595072689901045699528149546,4507,500.0
34,2021-06-08,162106061.4358185945262538567841433,81053.03071790929726312692839207124,14428721.28603279257994921443180906,6476,500.0
35,2021-06-09,191487170.1826365721228969408032538,95743.58509131828606144847040162743,14523288.46836781384380011694764815,5821,500.0
36,2021-06-10,158601808.2023171337453403022179766,79300.90410115856687267015110898849,22199622.56191653451530332182956411,5721,500.0
37,2021-06-11,158081857.0015729523589810748595296,79040.92850078647617949053742976487,26245979.85466802183844366617218789,6040,500.0
38,2021-06-12,201407129.8149798797562912855661706,100703.5649074899398781456427830852,29275484.31056926492262997168251825,6593,500.0
39,2021-06-13,181353646.1311183847824465726371857,90676.82306555919239122328631859265,25899652.15674626716998202104731873,5900,500.0
40,2021-06-14,158362924.2292609477728183205434451,79181.46211463047388640916027172258,37070636.90643596728689567688696821,5691,500.0
41,2021-06-15,204384143.4574609691871955790346208,102192.0717287304845935977895173094,43960957.52871454707212712228309149,6180,500.0
42,2021-06-16,183777880.8296159936005557841478312,91888.94041480799680027789207391665,41517514.42210914267529215981453169,5894,500.0
43,2021-06-17,190276248.9694183083410147577731405,95138.12448470915417050737888657072,46859245.78372039874776337277002728,5762,500.0
44,2021-06-18,245351260.6173366878954891545134216,122675.6303086683439477445772567113,47964028.6291993323570102593980926,7151,500.0
45,2021-06-19,200209951.3099178400226121667966427,100104.9756549589200113060833983216,49203535.9364440241148303130180049,5692,500.0
46,2021-06-20,237871971.5142860017744737283478737,118935.9857571430008872368641739347,52912405.77677902746011117892254512,6602,500.0
47,2021-06-21,334470922.9063496188158193641339424,167235.4614531748094079096820669734,40645736.71931783468625014873519958,8554,500.0
