date,feesUSD,tvlUSD,volumeUSD,txCount
2021-06-12,1732096.723373698063736768540729023,1670697139.029884563009773907817752,783476587.600851692635565846364215,1333627
2021-06-13,1773489.099960360420339644981306504,1796127198.580225485597679058418583,809576745.8563163980441148006508183,1375008
2021-06-14,1769339.237226087306008181743909473,1823108544.347105752209465887652392,823253440.360617251807682570849019,1418130
2021-06-15,1750056.18895714901421458836865466,1825445049.447071377340143716441506,817964952.9804673844828870868017623,1465675
2021-06-16,1648386.531848397642823381773221432,1750226668.508246938105038883998066,758842386.5197484640717833045330314,1514123
2021-06-17,1416031.598436016497290623102316799,1744966736.301018949319433906902751,713235923.9448756774551999869783013,1559674
2021-06-18,1734451.308418815005002509449153087,1695560490.214724974876389068546788,896280914.4742075096178848676003288,1606659
2021-06-19,1260644.222067548261374847958891556,1677689544.010448677096851471054643,652931012.7929739612978630043703676,1647104
2021-06-20,1745798.183755070523454923076178776,1721514399.991508657433250692256366,877740149.3487825959194076794286616,1692637
2021-06-21,3405595.273358003149053155976934217,1484200602.580446820036609255723901,1643525845.111597293615951798144749,1747436
2021-06-22,2938818.624844587545559317795274554,1495147229.372423104280176762738574,1357065680.457716023500633941933422,1800628
2021-06-23,1874710.1309746658855356757307155,1574087895.786320239117908162844868,940093150.3373804206467295070978826,1848796
2021-06-24,1378092.725717038494108320932509077,1538356671.157259871130691464355331,763487843.4614282322324523567125195,1892620
2021-06-25,1872986.691377380701485688185883623,1471766843.591231789605413592787264,922375556.0349400907795077337841242,1942105
2021-06-26,1580040.875193897448949036500318022,1446109834.992071422746776588680407,865726815.6055807653313763388936081,1992339
2021-06-27,1569500.448251228851634609483380205,1554608023.942605521577712062026051,823527056.6783988367423207019879883,2039894
2021-06-28,1972742.321649743605050937278178246,1594745358.178898586161084862897471,1054153704.167335666605253423592606,2091691
2021-06-29,1661557.984430745408439192256087396,1674296047.53359658085740976648806,913362896.0277951772829068593814091,2141799
2021-06-30,1798757.897925839783636243431808425,1708111357.259484929559361901660699,1010505942.155505201863690648095912,2188523
2021-07-01,1495697.544215594329219536156939559,1666932708.930375247321346767655826,924741998.9719634528912706734640174,2233872
2021-07-02,1185345.558004097190721644948239019,1706779908.292130474598538091540725,690560819.9981802624110682251000689,2281932
2021-07-03,1134706.704879848058380453172254769,1728196359.335756556609983110960706,612187862.1637813537348848647493887,2333913
2021-07-04,1428005.491784682005134235027723597,1761037779.627931327950802330431483,703515349.3279131655208261654379559,2396225
2021-07-05,1546738.940951463182209869988692441,1710014357.319375886905318871953551,849551649.651407217386961742380877,2449311
2021-07-06,2056013.26082190387564267673637732,1767505630.051596109405872089210315,1063693253.394136575805221871457952,2493768
2021-07-07,1423231.870521084632441501191820793,1747250187.029351920450972550297913,766487322.3844619353370844967016416,2536063
2021-07-08,1721688.791465808402477186175872843,1672613687.845761234097658130470388,968820031.0728900576481703114591688,2580618
2021-07-09,1358956.359808972227449710391881555,1698857423.443438422022716795753217,798924664.3725307807516098396847616,2627194
2021-07-10,1450347.32904035759442859879991033,1691500559.85751410973681358033077,759047181.188029314359373749647092,2677644
2021-07-11,945313.4066218460120716999696127476,1708502619.759652695743315047545972,447451391.2972790647997705035055468,2727787
2021-07-12,1152694.854904073394630732162655144,1665942501.735089909784008623473456,622820858.8745153664246767618330199,2771458
2021-07-13,1919238.237916913020142120937361529,1629049533.830132412039991154970844,881274866.0090592659763218479274782,2834618
